MINPAR lambda1Input;MINPAR lam4EtaInput;MINPAR lamHEta3Input;MINPAR lambda4HEtaInput;MINPAR lambda5HEtaInput;MINPAR lam4SigInput;MINPAR lamHSigInput;MINPAR lamEtaSigInput;MINPAR vSiInput;MINPAR mEta2Input;KAPPAIN Kap(1,1);KAPPAIN Kap(2,2);KAPPAIN Kap(3,3);COUPLINGSYNIN Yn(1,1);COUPLINGSYNIN Yn(1,2);COUPLINGSYNIN Yn(1,3);COUPLINGSYNIN Yn(2,1);COUPLINGSYNIN Yn(2,2);COUPLINGSYNIN Yn(2,3);COUPLINGSYNIN Yn(3,1);COUPLINGSYNIN Yn(3,2);COUPLINGSYNIN Yn(3,3);OTHER alpha;OTHER mH2;OTHER mH1;OTHER NuM;OTHER v;IMCOUPLINGSYNIN IYn(1,1);IMCOUPLINGSYNIN IYn(1,2);IMCOUPLINGSYNIN IYn(1,3);IMCOUPLINGSYNIN IYn(2,1);IMCOUPLINGSYNIN IYn(2,2);IMCOUPLINGSYNIN IYn(2,3);IMCOUPLINGSYNIN IYn(3,1);IMCOUPLINGSYNIN IYn(3,2);IMCOUPLINGSYNIN IYn(3,3);DECAY 25 WIDTH;MASS hh_1;MASS FX0_1;MASS FX0_2;MASS FX0_3;MASS etaR;MASS etaI;DECAY 25 BR(hh_1 -> Ah_2 Ah_2 );DECAY 25 BR(hh_1 -> FX0_1 FX0_1 );DECAY 25 BR(hh_2 -> FX0_2 FX0_2 );DECAY 25 BR(hh_2 -> FX0_3 FX0_3 );MICROMEGAS Xf (Freeze-out temperature);MICROMEGAS Omega h^2 (Dark matter relic density);MICROMEGAS neutron SI;MICROMEGAS sigma_v [cm^3/s] (indirect detection);likelihood
3.1326426651444175;0.003387461293375574;0.00435024104649527;0.031742142770708616;8.889292479356732e-06;0.1288968563107728;-0.5425715208850667;6.962578941456131e-06;768.118873703197;6739278.522877785;0.027126359420516458;0.04837290922273659;0.5748809938747182;-0.06138648585446977;0.033527457784930985;-0.04909660260290239;0.04584217557379137;0.010611083990382526;-0.02585262251334317;-0.0022304272048865913;-0.0022494815101923196;0.00170978125947854;1.038221541376644;500.0;125.0;3.206752927703255e-11;246.0;-0.01067065606466423;-0.0075152229252545685;0.019324133156531496;-0.0037010042249596793;-0.007567082834988188;0.021222993207674037;0.0015717809058558268;0.014216049182709955;0.0062406836508357355;0.0287049333;125.028978;-29.4669353;-52.5467262;-624.484128;2596.22329;2596.22319;0.852430866;0.0649613218;0.0;0.0;16.2;106.0;9.415e-47;1.172e-34;0.0
2.7659498016605606;2.058108412295134e-06;0.1065021956713533;0.0007033744463655291;1.951152978167834e-06;0.010393135495585298;-0.1480475863286785;0.18832819183614674;3074.4866411971802;622981.6245805853;0.049969110145897194;0.05756932684256203;0.10872737070011446;0.0027207295381594006;-0.015333990735865667;0.0007020513377326958;-0.004822474567192784;0.0013931544796618137;-7.737220091143235e-05;0.008242260991232755;-0.0011122513949575492;0.0007057961625036753;0.9351321997295097;500.0;125.0;2.0608031702649566e-13;246.0;0.0034892389414766583;0.024860174572883288;-0.00793398308641928;-0.00224337157495351;-0.001304944304310854;0.006430826983605043;0.0028390461521608282;0.000522979601837767;-0.005977102781720657;0.00269696044;125.039566;-217.264751;-250.310365;-472.744693;1231.38729;1231.38724;0.494284628;0.0;0.0;0.0;24.0;0.435;4.023e-46;6.138e-29;0.0
3.829257944839527;6.9597257590058695e-06;0.30009356725942127;2.170862635480812e-06;5.276937529121939e-06;0.0024836254059306443;-0.06914099974590966;0.0005840754205019903;3694.162291733508;7422406.497671469;0.011905300598608492;0.02017420921237955;0.04381513204938614;-0.004712069999532055;0.026935630640089612;0.0765698942494678;0.015267301858799799;-0.08558852947652426;0.03649716871039332;0.062405392001569346;0.01748969818414657;0.009079313547294196;1.2878475752794376;500.0;125.0;1.3081459555182315e-10;246.0;0.0027385616218936464;0.006916155643064929;0.044355515317284745;0.0017221295456788595;-0.018719399936342584;0.020648470714833063;-0.0017981185852273002;0.0033733915326263986;0.007773849426203294;0.00161488926;125.008695;-62.1972636;-105.396811;-228.904873;2726.80915;2726.80909;0.813150987;0.000390684852;0.0;0.0;24.1;0.0198;7.039e-48;1.015e-32;0.4713308698840084
4.126768804204041;0.0003614705953085463;0.004457787054746614;0.016747003028204123;5.151616661637768e-07;0.00046540583334385427;-0.005474140562522186;8.576304412971705e-06;5843.037112580852;3877657.233495328;0.05891884732095471;0.059184919636141885;0.9094521983373459;-0.06522266539544816;0.018096970747843544;-0.1519881249112586;0.12163748661626862;0.09116076700484815;-0.03515137445003859;0.06745477234658767;-0.06342883531931655;-0.032766242350881596;1.5371989571897617;500.0;125.0;3.376893869916204e-10;246.0;-0.024071280896720518;-0.003669288696755455;0.04642278381975327;0.004727284974399807;-0.08110264043958336;0.020516416667614695;0.007471391062083848;0.05108197794750122;0.02203599309529427;0.000572771023;125.000119;-486.864261;-489.062878;-7515.07834;1969.37711;1969.3771;0.992393239;0.0;0.0;0.0;19.2;76.6;2.775e-48;4.49e-29;0.0
3.747502012515018;0.23657354987137413;0.9446999121858163;7.835940567301225e-05;0.6550434859939571;0.003207447458551269;-0.08178966375601605;0.001309016672340235;3479.896813176566;137078.77747917428;0.010366822161555826;0.06995830471073189;0.9497906367088537;9.521267728496105e-06;-5.301930561583201e-06;-6.933006024012513e-06;8.182324495420896e-06;6.828491997139017e-06;2.355969813522419e-06;-1.5274336513190367e-05;-2.4475116520465497e-06;5.489043806045527e-06;1.2506230068491628;500.0;125.0;9.588754541444651e-14;246.0;-1.312757523282711e-06;3.4655072875607248e-06;6.43156907855e-07;3.3641170246512703e-07;-2.0776144694003612e-06;-3.16753602498636e-08;8.694469489063044e-07;-9.9930411724683e-07;-2.1974146922385566e-07;0.00192167876;125.011081;-51.018413;-344.287008;-4674.22113;439.885147;392.157128;0.752518839;0.0483389391;0.0;0.0;20.8;6.49;6.584e-48;6.07e-36;0.0
0.2663513795064384;0.0722027161115769;0.16712486838597515;4.95548822635426e-06;1.6227554717113783e-07;0.026644911705355986;-0.014271888774641516;0.0005095604010460516;3060.0869856201316;1131868.6470506948;0.016852005706431694;0.02336994662441691;0.29402833107537324;-0.020644373653320773;-0.0902409078006192;-0.0040618601775504245;-0.004516363421298295;0.04015886642816026;0.006667610796925973;0.00548725266360673;-0.00022205671506660423;-0.0038487450557236893;0.04590387039123703;500.0;125.0;1.9228808235343078e-13;246.0;-0.015764954154166417;0.044767877456999734;-0.013174715155091587;0.07065706205471303;-0.0387930168454148;0.06422246321023914;-0.013260071725643814;0.004030440543051918;-0.010887514947672063;0.00388034604;125.111846;-72.9290372;-101.136182;-1272.44173;1067.38975;1067.38975;0.00113117969;0.0;0.0;0.0;13.6;3280.0;4.142e-49;5.503e-34;0.0
0.49807704192790353;0.006521508039842852;0.000183760231010036;1.7807894206374156e-05;0.045915935308459714;0.05365967815200101;-0.10962591044540929;1.6982847672189197e-06;2094.865233291979;542848.6678874776;0.0276900708685028;0.05876100576935463;0.1228918386816075;2.045990745851969e-05;-6.074162142940553e-06;3.285336326674168e-05;0.00014929707779602936;-3.887901057807531e-05;2.7153598715958865e-06;1.9280361408813153e-05;3.4399158252464464e-05;4.895853183283263e-05;0.2515161628694374;500.0;125.0;4.19277119573481e-11;246.0;-3.218108794979796e-05;-0.00010264220814187731;0.00010855652870205476;1.3691249062551038e-05;-2.346733191288228e-05;-2.8667108250840643e-05;2.560763232007428e-06;6.308293339018615e-05;4.5483400699269566e-05;0.00391769201;125.105128;-82.0342274;-174.084575;-364.077587;737.733254;735.844222;0.0703016098;0.0;0.0;0.0;17.4;85.8;3.101e-47;3.693e-31;0.0
3.8603498879463523;5.501818678706809e-05;1.5734888114205322e-06;0.09672975801494361;0.03557963164392181;0.002842099646017394;-0.07239265779655372;2.9312149129418697e-05;3356.117850828804;5445376.689957771;0.019067568636557217;0.025230370041194557;0.5955075926867897;-9.434520840326233e-05;8.912815122325566e-06;-8.541473696504142e-05;0.00025318047450333337;-6.385815545845072e-05;1.2869213299283928e-05;-0.00014491435206403502;-3.3050472173365664e-05;1.7686488611208785e-05;1.3031934426276466;500.0;125.0;1.5932984194743687e-12;246.0;6.084119996222174e-07;-3.055149491354234e-05;0.00012292162175430346;-6.952570374485434e-07;0.0001061980878689836;-3.131528260008624e-05;-3.480494845853879e-07;5.460136611967133e-05;-3.0160332674861274e-05;0.00187488256;125.007844;-90.4997896;-119.750087;-2826.43842;2334.42771;2333.96567;0.855945702;0.0;0.0;0.0;17.2;106.0;1.649e-47;1.995e-30;0.0
2.319524143697011;2.5410907270399427e-06;0.012690424355882371;1.406579058208351e-06;9.127138028549812e-08;0.00224107709331579;-0.06358717508730716;0.2609996025263931;7476.047370224432;3573801.737614558;0.014640255809320416;0.031061561072634254;0.053931766568644665;0.02138973720018423;0.002978337321481903;-0.06441523065308236;0.2210512744966307;-0.01922977954178723;-0.0008800647809091958;-0.0059706912653123565;0.05088724040728426;-0.005750670319381699;0.8176587205244676;500.0;125.0;2.7362783112507957e-12;246.0;0.006207742333872709;0.06405684832725313;-0.016507832604734797;-0.010242831069491625;-0.1988739431328086;-0.01500209480469853;-0.04428344062945725;0.012561858845194063;-0.06562641307230993;0.00199655642;125.052318;-154.787473;-328.405396;-570.205884;3296.66307;3296.66307;0.0928684607;0.0;0.0;0.0;19.4;22.8;3.754e-47;5.568e-31;0.0
2.259438061784944;0.0004464474116039997;0.0006331774403286498;0.0002463846078270906;8.739842600199694e-07;0.07758771593193249;-0.36939004702552003;1.0936362238291319e-05;1288.8961412394012;8830684.492587944;0.02470839111244918;0.03141299571031034;0.041726946348977785;0.08087678822445635;0.01740970194633979;0.039847036215072164;0.023001641531454266;-0.0009591493731621197;0.02585086825412358;-0.02507744147198818;-0.032236659333686336;0.015436234250648138;0.8021251392562112;500.0;125.0;7.135462375459908e-12;246.0;-0.0444635975862397;-0.016662087810534087;0.02345509622110897;0.046681184022817894;-0.06186605867742626;-0.07776674468045479;-0.010487762593562686;0.1626029258374197;0.0007922735810242885;0.00861733309;125.054183;-45.0378159;-57.2588061;-76.0588081;2971.6527;2971.65269;0.702863309;0.0608580489;0.0;0.0;18.5;55.2;1.042e-46;6.529e-35;0.0
2.2421451313889413;0.0005398683935576144;1.806477394107694e-05;0.002545721494959728;0.002125397604667911;0.04123514283996426;-0.2682742737650506;2.0927898247760067e-06;1775.1562479077054;551389.5626099744;0.018461620687057655;0.03994363665145699;0.5162108642591067;6.0225276911494786e-05;-0.0003610435920678741;4.4528675375917916e-05;0.0007055160149160093;-0.00011627557534946971;9.766364352825402e-05;-5.82545522188504e-05;3.0110485017786643e-05;-9.330341624640536e-05;0.7976581855714691;500.0;125.0;2.365216272871429e-12;246.0;6.236046131933556e-05;-3.8728690382386444e-05;0.00017033037393810314;6.521450485275245e-05;-0.00014465338338122668;0.00020168691315113215;-1.887026376756343e-05;4.326537589201709e-05;-8.835144011271138e-05;0.0053172641;125.054535;-46.3469682;-100.276499;-1295.92149;742.65405;742.567294;0.595328643;0.049464053;0.0;0.0;18.6;52.9;5.825e-47;2.281e-35;0.0
2.3713941300694072;0.0006292212962285257;3.33290083077489e-05;0.008980134368816116;3.575932629294796e-07;0.00844370170684345;-0.12474040393531206;3.2743232447393075e-05;3802.969913767088;9667852.33367437;0.07284471636646543;0.11831355149510943;0.38025298997260587;0.03788749954826304;-0.025645239090218493;0.006712676118429788;0.0950101846583269;0.01653904115481598;-0.00849386055679332;-0.009419030457814196;0.0001344253624926006;-0.011525420770142568;0.8310928358665075;500.0;125.0;3.0244171198612775e-12;246.0;0.003962567256858044;0.03181986405516149;0.029498171920792127;-0.0026146614192202352;-0.03515101382008516;-0.022374420979312717;3.0348631859698246e-05;0.012479813834414353;-0.008063402955317938;0.00249369762;125.050895;-391.774329;-636.315594;-2045.08115;3109.39898;3109.39897;0.294557911;0.0;0.0;0.0;21.2;6.9;9.322e-46;1.022e-28;0.0
1.2756065683936404;4.321290337958965e-05;0.03328446404703521;0.00695617479055502;4.6112941611293575e-07;0.7199563286203652;-0.8196044917569284;1.0657147078231402e-06;511.5904161264825;3974761.3003422855;0.013649985623498988;0.08535051949671027;0.9983368923220364;-0.33737685161149694;0.268247452264859;0.3843069581633721;0.20925413992344796;0.06825698209440585;0.1001697254236291;0.001182198136574419;-0.03598686677864515;0.028175568280622187;0.5381399766887962;500.0;125.0;7.124925752187033e-11;246.0;-0.000869705738278468;0.060723225031537466;0.07088214961023204;-0.0007734416342316195;0.002676809013867184;0.02623957569724046;0.0026023522673288093;0.049363229569283046;-0.03266323654571004;0.022700502;125.082668;-9.87574159;-61.7509375;-722.294832;1993.98619;1993.98619;0.862019077;0.0103476695;0.0;0.0;14.4;239.0;2.143e-47;4.575e-35;0.0
0.2738352332030183;2.3299199231561355e-05;0.024279304202934966;0.05684205843684518;0.00040971618591798936;0.8594536174511016;-0.11223984988186637;0.018701780203420497;538.3133850742713;2238308.9316250565;0.01129868766873192;0.014622771622021195;0.7531648440196912;-0.0035882316183782816;0.0019275338670084712;-0.0003499024336176861;0.002702658350765318;-0.002268615208557692;-0.0006274055374922187;-0.0005704486030957739;0.0010014153727207625;0.00039231377433970996;0.063588329462232;500.0;125.0;3.2595811912036826e-14;246.0;0.00046862310275199836;0.002681575237105684;0.00035315652744719717;0.0009012519873406866;-0.000808299865059651;0.0007047117119046856;-0.0007998149447931847;-0.000292821036828866;-0.000717613280144626;0.0041470134;125.11162;-8.60158097;-11.1321702;-573.376914;1497.82846;1497.82017;0.0655896094;0.000602547952;0.0;0.0;13.8;371.0;2.971e-49;2.762e-35;0.0
1.2703517917199518;0.18069564798835763;0.33655383650410603;0.31337349367058864;0.010967965501670176;0.04910015754438886;-0.21350169760437995;0.010797688333866205;1960.6505079739443;292202.9335585676;0.10460962268124464;0.207602650840396;0.8799685967462325;0.00012774253405505357;-0.0003930967710816346;-0.0002574461715488094;0.0006799571164356595;0.00010940910420850673;-0.000131455508080498;-4.876006731251194e-05;-0.00016927342180075584;-0.0004026410009424623;0.5365972295324959;500.0;125.0;8.958216363479637e-10;246.0;0.00010342480477256798;-9.243769444759694e-05;0.0005007146248598845;-2.0523030946528902e-05;-3.9982959372363555e-06;1.7715711030174655e-05;-0.00010924097998659614;0.000513421988517588;-9.623468861697221e-05;0.00419003847;125.082807;-290.059327;-575.636456;-2439.95866;577.052968;576.476539;0.316323886;0.0;0.0;0.0;23.6;0.492;1.494e-45;3.166e-28;0.0
0.30317683815558305;1.2659424269910132e-05;0.5357572601858666;1.9436839364858544e-05;0.0022147145098020365;0.002831499843418583;-0.010923137433014495;8.707986627944581e-05;9345.110161257962;2239671.644835001;0.011308840660241829;0.037675664573934176;0.5107792495822046;-0.0006043062432681359;0.0002691575681545206;-3.279601200605914e-05;0.0006665141747764166;-3.7062711944187494e-05;-0.00010841639810993403;-0.00011974519630773661;-4.8065273252454356e-05;-0.0001381197509270984;0.1079783353195505;500.0;125.0;1.8918823311365888e-12;246.0;1.280909867142238e-05;0.00016997727899711225;0.00015747221469565055;-5.531426335001901e-06;-6.968972954635097e-05;-1.7682004870130576e-05;-1.2422456962338407e-05;-0.00015485968736085546;-8.296231527486826e-05;0.00384139885;125.110761;-149.457418;-497.920818;-6750.44836;1503.25718;1503.21252;0.000675745059;0.0;0.0;0.0;16.1;564.0;1.032e-48;4.461e-33;0.0
2.098383461190346;0.0010175160389629448;0.05755429784215054;6.421902238521042e-06;0.0009275876847627489;0.0018111880332829333;-0.05438102500541032;2.8112806228195055e-06;8749.057952415249;644104.507761016;0.19417692951413998;0.36899385532889106;0.4412211129707919;-0.0012339809433102467;0.0016101305072351126;0.001819964795572926;0.0018046801696937453;0.00013326252497832572;0.0012053993464270073;-0.00011896509534247697;0.000764674376846855;-0.0003927686232021963;0.7605272089014239;500.0;125.0;6.821654018004001e-10;246.0;-0.0012992033525707136;-0.0008170987428332983;-4.837023324506513e-05;-0.00032685847606379626;-0.0003864298323432643;-0.001259900900384936;0.0007995456511447198;0.0016709555101953179;-0.0011841375519988733;0.00215381047;125.058678;-2402.55787;-4565.57499;-5459.24477;803.731927;803.696943;0.0561300349;0.0;0.0;0.0;25.6;0.253;9.364e-48;3.325e-26;0.6612546433067128
3.1326426651444175;0.003387461293375574;0.00435024104649527;0.031742142770708616;8.889292479356732e-06;0.1288968563107728;-0.5425715208850667;6.962578941456131e-06;768.118873703197;6739278.522877785;0.027126359420516458;0.04837290922273659;0.5748809938747182;-0.06138648585446977;0.033527457784930985;-0.04909660260290239;0.04584217557379137;0.010611083990382526;-0.02585262251334317;-0.0022304272048865913;-0.0022494815101923196;0.00170978125947854;1.038221541376644;500.0;125.0;3.206752927703255e-11;246.0;-0.01067065606466423;-0.0075152229252545685;0.019324133156531496;-0.0037010042249596793;-0.007567082834988188;0.021222993207674037;0.0015717809058558268;0.014216049182709955;0.0062406836508357355;0.0287049333;125.028978;-29.4669353;-52.5467262;-624.484128;2596.22329;2596.22319;0.852430866;0.0649613218;0.0;0.0;16.2;106.0;9.415e-47;1.172e-34;0.0
